Month,Special Category Visa (subclass 444)(f),Permanent Family Visas,Permanent Skilled Visas,Permanent Other Visas,Permanent Visas - Total,Temporary Student Visas - Higher Educ.,Temporary Student Visas - Vocational Educ. & Training,Temporary Student Visas - Schools,Temporary Student Visas - Independent ELICOS(g),Temporary Student Visas - Postgraduate Research,Temporary Student Visas - Other Students,Temporary Student Visas - Total,Temporary Skilled Visas,Temporary Visitor Visas,Temporary Work Visas,Temporary Other Visas,Temporary visas - Total,Other Visas(h),Total(i),State
Feb-2017,9780,3640,7380,8730,19750,9890,1030,280,280,440,780,12710,2580,53970,2880,3270,75410,250,186870,WA
Mar-2017,11210,2540,4820,5790,13150,1540,690,30,280,220,60,2810,2290,60760,2580,2240,70690,300,171770,WA
Apr-2017,13610,3100,6860,7890,17850,1380,730,210,240,280,270,3090,3090,52370,1980,2570,63090,240,196570,WA
May-2017,9650,2610,5620,6780,15010,770,630,30,180,240,110,1960,2380,44870,2300,2690,54200,170,164070,WA
Jun-2017,10540,2630,4550,6480,13650,980,860,70,330,230,250,2720,2350,46400,1810,2510,55790,80,165690,WA
Jul-2017,11220,3210,6610,8530,18340,6450,1000,410,190,390,650,9090,3480,40100,1700,2280,56650,330,213540,WA
Aug-2017,11260,2940,6070,7470,16470,1790,620,40,230,210,150,3040,2980,48640,2200,2190,59050,240,183800,WA
Sep-2017,12230,2450,5620,7380,15450,920,770,10,270,250,210,2440,2860,47450,3220,2740,58710,170,189540,WA
Oct-2017,13620,2800,5940,9400,18140,1520,600,150,200,280,40,2790,2680,54550,2990,2800,65810,290,222130,WA
Nov-2017,10620,2390,4590,7090,14070,880,570,20,200,180,140,1970,2350,61900,2490,2690,71410,160,176170,WA
Dec-2017,12510,2290,4460,6100,12850,1100,590,20,100,160,190,2160,1840,83360,1820,2200,91380,240,192880,WA
Jan-2018,15420,4310,11250,12410,27970,2850,1560,470,340,530,260,6030,4600,40570,2580,3990,57770,300,249150,WA
Feb-2018,10110,2930,5450,7870,16250,8680,900,100,180,450,800,11110,2580,61250,2150,3310,80400,140,183830,WA
Mar-2018,11730,3190,4650,6850,14690,1880,660,20,240,280,50,3140,2260,65280,2410,2620,75700,310,185060,WA
Apr-2018,12340,2810,5670,8030,16510,1590,770,170,200,190,130,3060,2900,42150,2170,2910,53190,220,180920,WA
May-2018,10630,3000,5540,7490,16030,870,730,50,190,220,180,2240,2520,42360,2420,2860,52390,190,172200,WA
Jun-2018,10260,2410,5250,7540,15210,1370,660,30,120,220,180,2570,2440,46420,2070,2860,56360,160,171200,WA
Jul-2018,10660,2690,6440,8850,17980,6770,950,410,130,390,680,9310,2920,39610,1630,2860,56330,300,214680,WA
Aug-2018,10590,3120,4740,7410,15270,1850,480,70,270,340,120,3140,2760,50170,2040,2510,60620,150,185330,WA
Sep-2018,11440,2970,5020,8240,16230,970,770,40,400,240,100,2520,2620,48070,3100,3020,59340,170,190450,WA
Oct-2018,12700,2810,5100,9190,17110,1360,610,160,200,280,100,2710,2640,52010,3130,3180,63670,240,210470,WA
Nov-2018,10380,2440,3590,7290,13330,780,420,50,210,180,50,1680,2010,63770,2590,2880,72920,180,179230,WA
Dec-2018,12880,2310,3730,6380,12420,1360,590,30,180,250,120,2540,1920,83250,1510,2250,91470,240,200780,WA
Jan-2019,14410,4240,8580,12640,25460,2870,1220,290,240,550,220,5400,4170,40460,2770,3850,56640,260,242850,WA
Feb-2019,10340,3190,5220,9020,17440,9440,890,220,190,500,630,11870,2520,61790,2540,3320,82040,230,187920,WA
Mar-2019,11110,2450,4010,6710,13170,1770,620,20,300,160,70,2930,2020,59380,2510,2640,69470,180,173670,WA
Apr-2019,10960,2940,4830,7990,15770,1080,650,200,370,220,140,2650,2280,47830,2210,2430,57410,140,179650,WA
May-2019,10790,2800,4680,7730,15210,700,490,50,200,210,60,1710,2310,46330,2210,2870,55430,220,170090,WA
Jun-2019,10210,2710,3890,7900,14500,1460,580,40,190,280,200,2750,2080,48240,1870,2670,57610,150,169790,WA
Jul-2019,10830,2400,5500,9560,17460,7020,890,470,150,440,760,9720,2580,44720,1740,2940,61700,260,216650,WA
Aug-2019,13560,2740,4570,8220,15540,1750,460,20,310,280,250,3080,2360,54590,2360,2800,65190,180,197540,WA
Sep-2019,10660,2780,4310,7890,14970,900,550,30,500,200,100,2280,2170,52930,3110,2870,63350,320,194340,WA
Oct-2019,12470,3030,4410,10530,17970,1510,650,170,180,240,130,2880,2570,59190,3260,2780,70680,210,222580,WA
Nov-2019,10880,2670,3790,7620,14080,1020,410,50,300,210,80,2050,1920,68760,2740,2840,78320,320,195840,WA
Dec-2019,11970,2360,3710,6730,12810,1340,540,40,130,220,40,2320,1880,90610,1900,2600,99300,230,211420,WA
Jan-2020,14320,3680,7730,13160,24570,3040,1140,340,300,550,270,5640,3660,54850,3250,4150,71550,330,260650,WA
Feb-2020,9710,3080,4430,9940,17460,7210,740,230,360,390,980,9900,1880,54550,3090,4000,73420,140,189340,WA
Mar-2020,8210,1520,1970,4040,7530,2060,310,30,140,140,30,2710,1210,24770,1650,2330,32670,160,104850,WA
Apr-2020,120,100,150,240,490,0,0,0,0,0,0,0,40,70,10,30,150,10,2430,WA
May-2020,170,80,90,130,300,0,0,0,0,0,0,0,40,140,0,60,250,0,1850,WA
Jun-2020,190,130,150,190,470,0,0,0,0,0,0,0,20,180,0,130,340,20,2350,WA
Jul-2020,160,100,120,230,460,0,0,0,0,0,0,0,70,110,0,160,340,0,2400,WA
Aug-2020,120,60,80,90,220,0,0,0,0,0,0,10,100,160,0,160,430,0,1630,WA
Sep-2020,100,90,60,90,250,0,0,0,0,0,0,0,90,110,10,70,280,10,1420,WA
Oct-2020,150,80,120,160,360,10,0,0,0,0,0,10,160,250,10,160,600,10,2190,WA
Nov-2020,270,110,100,130,350,0,0,0,0,0,0,10,140,250,10,110,510,10,2450,WA
Dec-2020,270,160,120,170,450,10,0,0,0,0,0,10,120,200,10,200,540,10,2570,WA
Jan-2021,210,120,150,170,450,10,0,0,0,0,0,20,200,160,10,250,630,10,2610,WA
Feb-2021,200,140,120,140,390,10,0,0,0,10,0,10,170,250,0,190,630,10,2240,WA
Mar-2021,290,220,160,190,570,0,0,0,0,10,0,10,150,300,10,220,690,10,2930,WA
Apr-2021,770,180,130,150,460,0,0,0,0,10,0,10,170,260,10,390,830,10,3360,WA
May-2021,2830,210,240,200,650,10,0,0,0,0,0,10,160,250,10,320,760,10,6440,WA
Jun-2021,2860,200,190,210,600,10,0,0,0,0,0,20,120,260,20,310,730,10,6480,WA
Jul-2021,2540,170,160,190,520,10,10,0,0,0,0,20,120,200,10,270,620,10,6220,WA
Aug-2021,1120,140,170,170,470,0,0,0,0,10,0,20,170,180,20,250,640,10,3940,WA
Sep-2021,100,180,130,130,440,0,0,0,0,0,0,0,180,160,10,340,700,40,2440,WA
Oct-2021,130,150,130,120,400,0,0,0,0,0,0,10,190,230,10,380,820,30,2580,WA
Nov-2021,140,320,260,250,830,10,0,0,0,20,0,30,270,490,10,420,1220,10,4200,WA
Dec-2021,420,260,220,230,720,120,30,0,20,30,0,200,220,930,20,300,1660,10,4840,WA
Jan-2022,170,120,110,130,360,110,40,10,30,20,0,210,170,530,30,360,1300,0,2970,WA
Feb-2022,680,600,610,630,1840,1180,70,10,20,150,40,1470,530,1570,70,420,4060,20,11090,WA
Mar-2022,1930,940,1010,1350,3300,1690,250,30,100,190,30,2300,790,11910,500,1170,16680,80,31560,WA
Apr-2022,5270,1320,1680,2560,5560,690,330,40,130,160,20,1380,1050,18950,760,1670,23820,110,56300,WA
May-2022,5520,1580,1940,2980,6500,820,270,10,110,140,10,1360,1210,17940,730,2100,23320,170,62730,WA
Jun-2022,5830,1540,1840,3410,6790,1210,450,30,160,160,50,2060,1210,20680,890,2670,27510,150,74960,WA
Jul-2022,8320,2220,3140,5240,10600,4200,560,100,140,180,430,5610,1730,19340,1050,3200,30940,200,115500,WA
Aug-2022,8100,2520,2490,4950,9950,2420,480,20,350,140,280,3700,1710,23130,1940,3430,33920,190,114680,WA
Sep-2022,8440,2170,2320,4890,9380,1160,560,30,430,160,90,2430,1660,28480,2820,3920,39310,120,119410,WA
Oct-2022,9350,1880,2710,5420,10020,1160,530,60,270,120,50,2190,1600,31640,2720,3650,41800,130,135880,WA
Nov-2022,8360,1990,2580,5160,9730,1750,480,20,360,130,80,2830,1560,43920,3090,4150,55540,170,138750,WA
Dec-2022,9280,1730,2350,4410,8480,2320,640,30,250,100,20,3360,1490,52750,2260,3530,63380,180,139460,WA
Jan-2023,12570,3080,5300,9700,18080,3730,1090,170,360,340,180,5870,2930,25150,3320,5590,42860,210,189380,WA
Feb-2023,8920,2400,3730,6640,12780,9430,850,110,420,250,790,11850,1700,37430,3760,5740,60480,190,156350,WA
Mar-2023,10120,2130,3610,6140,11880,2270,800,20,450,180,40,3760,2010,46650,3960,5580,61950,200,160360,WA
Apr-2023,11590,2510,3740,7340,13590,1600,870,90,390,200,110,3260,1950,37200,2820,4660,49890,130,162750,WA
May-2023,9340,2410,3490,6770,12670,2400,780,20,340,240,70,3860,2020,31410,3620,4840,45750,250,147530,WA
Jun-2023,9680,2260,3180,6530,11970,3090,900,50,400,200,70,4720,2170,31970,3580,4440,46880,90,152460,WA
Jul-2023,9250,2160,3830,8250,14250,8410,1060,190,220,250,480,10610,2470,26110,2560,4800,46550,260,187330,WA
Aug-2023,10220,2810,3770,7240,13820,2560,680,30,440,200,170,4070,2430,36120,4280,5760,52660,290,175350,WA
Sep-2023,11930,2420,3390,7270,13080,1750,730,30,550,160,110,3330,2560,36990,5480,5770,54140,140,178630,WA
Oct-2023,12790,2470,3780,9060,15300,1820,770,100,240,220,60,3210,2260,38320,4700,5110,53600,140,197840,WA
Nov-2023,11250,2230,3370,7260,12860,2200,430,10,290,160,110,3210,2390,48930,4580,5610,64720,190,177360,WA
Dec-2023,12890,2320,3630,6380,12330,2940,610,30,190,150,30,3960,2110,59600,3100,4620,73400,160,178720,WA
Jan-2024,14000,3720,6990,12110,22820,3970,1330,440,340,400,170,6650,4270,29620,5190,8360,54090,150,236450,WA
Feb-2024,11460,2890,5210,8430,16530,11340,840,80,330,410,680,13670,2490,54320,5260,7150,82900,140,198250,WA
Mar-2024,12700,2620,4240,7050,13920,2050,630,30,270,260,30,3280,2610,55510,4690,6410,72490,90,186930,WA
Apr-2024,12830,2990,4700,9960,17650,1710,930,160,320,270,140,3530,3370,41080,3960,5890,57830,60,195940,WA
May-2024,11450,2340,3990,7270,13600,1250,540,30,170,150,50,2200,2650,45400,4920,5550,60720,160,172920,WA
Jun-2024,11250,2630,3730,7210,13570,2590,600,50,250,250,80,3830,3390,43950,4630,5120,60910,150,183080,WA
Jul-2024,12410,3050,5040,9030,17130,8660,1090,300,130,270,600,11050,3720,35080,4320,5190,59350,140,225400,WA
Jan-2014,1400,160,210,300,680,160,10,60,10,40,50,320,170,3380,130,90,4090,0,13030,TAS
Feb-2014,720,80,290,330,700,1170,30,130,0,50,100,1480,70,3600,110,120,5390,30,11600,TAS
Mar-2014,850,110,250,270,630,150,10,0,0,20,10,180,90,2570,130,100,3070,0,8780,TAS
Apr-2014,630,90,40,240,360,110,10,0,20,30,20,190,40,2170,110,70,2580,10,9280,TAS
May-2014,710,110,110,350,570,70,20,0,10,30,20,160,70,1320,70,80,1700,0,10610,TAS
Jun-2014,340,50,110,360,520,130,0,0,0,20,20,170,90,930,90,70,1350,0,9550,TAS
Jul-2014,620,110,120,200,440,580,20,80,0,40,90,830,120,950,40,60,1990,0,13240,TAS
Aug-2014,840,110,200,190,490,190,0,0,0,20,20,240,130,1140,190,40,1740,20,10860,TAS
Sep-2014,500,180,100,210,500,130,0,0,0,40,40,210,50,1290,70,90,1710,0,10110,TAS
Oct-2014,700,170,150,560,890,90,30,20,0,30,10,180,60,2550,180,130,3090,0,14970,TAS
Nov-2014,1390,60,180,280,530,140,10,0,0,40,40,240,80,4020,120,370,4810,20,13240,TAS
Dec-2014,1150,110,60,190,360,140,20,0,0,30,0,190,80,6860,140,120,7390,0,15040,TAS
Jan-2015,920,130,310,300,740,380,10,40,10,50,80,570,130,3670,120,170,4660,20,12690,TAS
Feb-2015,790,90,160,180,430,1090,40,120,10,30,90,1380,60,5190,170,150,6950,40,12430,TAS
Mar-2015,670,170,130,270,580,190,0,0,0,40,40,280,50,3290,80,220,3910,0,10500,TAS
Apr-2015,910,160,80,250,490,170,10,20,0,30,20,260,50,1910,90,140,2460,0,9510,TAS
May-2015,500,80,110,280,480,90,30,0,0,20,10,160,100,1530,50,40,1880,0,8570,TAS
Jun-2015,600,170,100,220,490,140,20,10,0,30,40,230,60,1330,90,120,1830,10,10170,TAS
Jul-2015,670,80,230,310,620,610,10,140,20,70,80,930,110,1650,40,130,2870,0,13850,TAS
Aug-2015,620,120,150,290,550,110,10,10,0,60,0,190,50,1720,130,60,2150,0,11410,TAS
Sep-2015,550,180,100,320,610,160,10,0,0,60,20,240,50,1860,100,90,2350,0,11380,TAS
Oct-2015,1190,140,200,340,680,70,20,30,10,30,0,150,100,2240,210,100,2800,50,15310,TAS
Nov-2015,990,140,90,260,490,80,0,0,0,50,10,150,80,4540,120,200,5090,0,11980,TAS
Dec-2015,950,100,130,150,380,260,0,0,0,60,20,350,110,7500,130,210,8300,0,14790,TAS
Jan-2016,990,130,220,220,570,280,20,30,0,50,20,400,90,4020,190,180,4880,10,12760,TAS
Feb-2016,920,130,240,220,590,1170,10,70,0,60,120,1420,170,5550,190,80,7400,0,14260,TAS
Mar-2016,1080,90,170,170,420,130,0,10,0,50,10,200,80,4270,80,40,4670,20,10960,TAS
Apr-2016,790,130,130,340,600,90,10,40,0,30,10,170,50,2570,60,80,2940,0,10630,TAS
May-2016,880,120,70,150,340,60,0,0,0,10,10,100,90,1850,90,130,2250,0,9850,TAS
Jun-2016,540,160,120,280,560,220,10,0,0,50,30,310,80,2070,100,230,2790,0,10950,TAS
Jul-2016,770,280,230,240,760,790,20,240,0,60,80,1190,120,2230,60,110,3710,0,15560,TAS
Aug-2016,620,170,170,330,660,160,10,20,30,90,10,320,60,2260,70,120,2840,0,12260,TAS
Sep-2016,540,260,180,320,760,160,10,0,10,50,20,260,90,2450,90,80,2970,10,12800,TAS
Oct-2016,620,100,220,430,750,50,10,100,10,40,0,210,110,3080,130,160,3680,0,17050,TAS
Nov-2016,870,190,250,300,740,70,0,0,10,70,10,170,70,5230,160,370,6000,0,15090,TAS
Dec-2016,1110,130,110,250,480,220,20,0,10,40,10,300,70,8310,150,190,9010,0,16800,TAS
Jan-2017,1030,150,260,450,860,250,70,30,30,50,30,460,170,5270,130,260,6290,30,14020,TAS
Feb-2017,900,170,230,280,690,1530,50,190,30,90,80,1980,110,4720,200,120,7130,10,14720,TAS
Mar-2017,950,90,100,350,540,240,0,0,10,70,20,350,60,4250,170,250,5080,30,12150,TAS
Apr-2017,830,120,140,240,500,110,30,10,0,40,50,240,80,3360,120,80,3870,0,11820,TAS
May-2017,740,90,200,260,560,90,10,0,0,40,30,180,110,2210,120,70,2690,30,12330,TAS
Jun-2017,380,190,310,370,880,200,10,0,0,40,30,280,80,2570,80,170,3170,10,13150,TAS
Jul-2017,800,120,330,370,820,1220,50,170,10,70,110,1630,100,3050,90,200,5060,120,18230,TAS
Aug-2017,550,50,190,370,610,200,10,0,0,40,30,300,140,3550,60,210,4250,40,14900,TAS
Sep-2017,730,120,240,320,670,330,30,0,10,80,70,520,130,3580,130,200,4560,10,15060,TAS
Oct-2017,910,150,290,370,800,110,30,20,10,70,20,260,160,4600,160,240,5420,20,20370,TAS
Nov-2017,1030,220,320,370,920,150,50,0,10,40,10,260,60,6920,210,450,7900,0,15990,TAS
Dec-2017,980,130,250,110,490,310,10,0,10,30,10,370,80,11120,170,430,12170,0,20370,TAS
Jan-2018,1260,170,340,230,740,380,60,40,10,80,50,620,120,5630,210,440,7010,0,16880,TAS
Feb-2018,1070,120,240,270,640,1960,120,210,0,60,110,2460,100,9020,200,290,12050,60,19650,TAS
Mar-2018,1510,180,230,350,760,480,30,0,10,60,30,610,50,6690,200,270,7820,0,16370,TAS
Apr-2018,1060,180,340,350,870,240,30,40,10,50,30,400,90,4300,90,180,5060,0,15100,TAS
May-2018,1150,120,290,440,840,80,20,10,10,30,30,190,100,3070,70,130,3560,0,14380,TAS
Jun-2018,880,170,360,260,790,270,30,20,0,60,10,390,100,2950,150,250,3850,0,14010,TAS
Jul-2018,690,90,330,500,930,1440,60,160,0,70,40,1770,130,2880,80,300,5160,10,19220,TAS
Aug-2018,450,170,330,370,860,240,50,20,0,80,10,400,90,2880,80,190,3650,0,14290,TAS
Sep-2018,1250,120,490,410,1020,240,60,0,0,70,30,400,90,3060,110,210,3880,30,16280,TAS
Oct-2018,1240,170,410,480,1060,130,90,60,0,60,30,370,100,4410,150,510,5540,10,21690,TAS
Nov-2018,1550,120,460,280,860,120,30,0,0,70,0,230,80,6460,270,830,7860,0,18320,TAS
Dec-2018,1290,120,320,300,730,340,70,0,0,50,0,470,70,11390,190,580,12700,0,22190,TAS
Jan-2019,1210,180,500,360,1040,530,80,30,0,90,30,770,150,6200,190,560,7870,0,18300,TAS
Feb-2019,1280,170,600,310,1080,2280,160,290,10,100,50,2880,90,8790,300,630,12680,10,20680,TAS
Mar-2019,1130,130,560,310,1000,420,70,20,20,50,0,580,100,6630,170,410,7880,0,17560,TAS
Apr-2019,1490,100,450,270,820,170,120,30,0,70,20,410,80,4420,130,250,5300,30,15220,TAS
May-2019,480,120,390,250,760,180,80,20,0,60,10,360,100,3330,160,400,4360,0,15660,TAS
Jun-2019,670,140,380,330,850,260,90,0,20,70,0,430,120,3100,60,520,4240,20,14470,TAS
Jul-2019,890,140,390,500,1030,1460,160,110,0,90,70,1900,150,2970,60,450,5530,10,20200,TAS
Aug-2019,920,280,340,410,1020,210,110,10,0,60,30,420,120,4350,70,280,5250,0,18140,TAS
Sep-2019,880,230,410,520,1160,220,90,0,10,50,30,400,110,3650,160,360,4680,10,16850,TAS
Oct-2019,1330,100,500,560,1170,140,150,60,0,60,20,430,100,4610,160,550,5850,10,21560,TAS
Nov-2019,1350,130,510,260,910,240,80,0,0,50,0,380,60,7140,240,1440,9260,10,20470,TAS
Dec-2019,1600,70,470,400,940,320,100,10,0,40,10,480,60,11660,180,610,12980,40,22720,TAS
Jan-2020,800,170,690,250,1100,500,200,80,10,80,10,870,120,8040,260,610,9910,30,20650,TAS
Feb-2020,1230,160,640,460,1260,1310,190,170,10,100,110,1890,90,6100,180,440,8690,10,18510,TAS
Mar-2020,990,60,450,220,730,490,60,0,0,50,0,590,20,2530,130,290,3560,20,10110,TAS
Apr-2020,0,10,10,10,30,0,0,0,0,0,0,0,0,0,0,10,10,0,210,TAS
May-2020,0,10,10,10,20,0,0,10,0,0,0,10,0,0,0,10,30,0,140,TAS
Jun-2020,0,10,30,10,40,0,0,0,0,0,0,0,0,10,0,0,10,0,170,TAS
Jul-2020,10,10,10,0,20,0,0,0,0,0,0,0,0,10,0,0,10,0,140,TAS
Aug-2020,10,10,20,10,30,0,0,0,0,0,0,0,0,0,0,10,10,0,120,TAS
Sep-2020,10,0,10,0,20,0,0,0,0,0,0,0,10,10,0,0,20,0,100,TAS
Oct-2020,0,0,10,0,20,0,0,0,0,0,0,10,10,10,0,30,60,0,170,TAS
Nov-2020,30,10,30,10,40,0,0,0,0,0,0,0,10,10,0,10,30,0,230,TAS
Dec-2020,20,10,30,10,50,0,0,0,0,0,0,0,10,30,0,240,270,0,490,TAS
Jan-2021,20,10,20,10,30,0,0,0,0,0,0,10,10,20,0,290,330,0,500,TAS
Feb-2021,20,10,20,10,40,0,0,0,0,0,0,0,10,50,0,10,80,0,240,TAS
Mar-2021,30,10,20,10,40,0,0,0,0,0,0,0,10,10,0,80,110,0,300,TAS
Apr-2021,130,20,30,10,50,0,0,0,0,0,0,0,0,20,0,90,110,0,450,TAS
May-2021,350,10,50,20,80,0,0,0,0,0,0,0,10,30,0,40,80,0,910,TAS
Jun-2021,390,10,40,10,60,0,0,0,0,0,0,0,10,30,0,10,60,0,890,TAS
Jul-2021,400,10,30,10,50,0,0,0,0,0,0,10,10,20,0,40,70,0,1110,TAS
Aug-2021,40,10,20,10,40,10,0,0,0,0,0,10,10,20,0,160,190,0,450,TAS
Sep-2021,0,10,20,10,40,10,0,0,0,0,0,10,10,10,0,120,140,0,290,TAS
Oct-2021,10,10,20,10,30,0,0,0,0,0,0,0,10,70,0,270,350,0,500,TAS
Nov-2021,10,20,50,20,90,0,0,0,0,0,0,0,20,60,0,480,560,0,860,TAS
Dec-2021,80,50,190,30,260,150,40,10,0,20,0,220,30,300,10,540,1100,10,2010,TAS
Jan-2022,60,60,200,50,310,260,40,20,0,50,0,370,70,320,10,80,860,10,1970,TAS
Feb-2022,60,50,240,50,340,330,60,20,0,20,0,440,20,460,30,140,1080,0,2230,TAS
Mar-2022,240,50,280,50,380,130,90,10,0,20,0,250,50,1070,40,270,1690,0,3280,TAS
Apr-2022,450,70,350,100,520,90,80,10,0,10,0,180,40,1420,40,230,1910,0,4540,TAS
May-2022,420,110,510,130,750,60,120,0,0,30,0,220,50,1330,20,420,2050,10,5970,TAS
Jun-2022,410,140,510,190,840,190,110,0,10,20,30,360,50,1640,30,560,2640,0,6960,TAS
Jul-2022,780,100,540,200,840,310,90,50,0,40,40,530,60,1290,40,340,2270,10,9400,TAS
Aug-2022,550,220,510,360,1090,90,100,10,10,30,10,250,50,1630,30,490,2450,10,9980,TAS
Sep-2022,1040,130,430,220,780,90,90,0,0,50,0,230,70,1700,70,470,2540,0,10620,TAS
Oct-2022,1620,130,550,240,910,60,80,10,0,30,0,170,60,2730,70,910,3940,20,13570,TAS
Nov-2022,1620,160,660,300,1120,130,210,0,10,30,10,400,70,4120,130,1760,6480,20,14330,TAS
Dec-2022,1580,70,640,300,1010,190,150,0,10,30,0,380,60,6350,80,1370,8240,40,15370,TAS
Jan-2023,1150,120,740,300,1150,260,130,20,0,50,20,470,100,3640,160,880,5260,30,13730,TAS
Feb-2023,1910,120,880,360,1370,830,210,80,10,60,90,1290,70,4940,130,860,7290,10,16220,TAS
Mar-2023,1930,110,980,230,1320,180,160,0,10,40,0,400,120,5300,190,870,6880,10,15090,TAS
Apr-2023,1400,150,890,230,1280,100,90,50,10,30,0,290,100,3030,90,450,3950,40,12850,TAS
May-2023,950,90,890,270,1240,130,100,0,0,40,10,290,60,2230,100,620,3290,0,11310,TAS
Jun-2023,760,160,830,290,1280,340,130,10,0,50,30,560,80,2630,80,860,4210,10,13830,TAS
Jul-2023,910,160,660,430,1250,510,120,100,10,30,20,800,80,1950,50,480,3370,20,15860,TAS
Aug-2023,800,170,810,370,1350,140,80,10,10,70,10,330,110,2560,100,600,3690,0,15870,TAS
Sep-2023,620,100,730,470,1300,90,100,0,10,40,0,240,80,2550,150,480,3510,10,14290,TAS
Oct-2023,1640,260,840,470,1580,80,90,30,0,50,0,250,80,3330,170,740,4570,0,20040,TAS
Nov-2023,2080,230,920,350,1510,120,50,0,10,50,20,250,70,4260,180,1910,6680,0,17440,TAS
Dec-2023,1130,180,960,140,1280,270,70,10,10,50,0,420,50,7060,190,1480,9190,0,17730,TAS
Jan-2024,1380,140,1190,280,1610,280,80,50,0,60,20,480,110,4660,130,1070,6460,0,17040,TAS
Feb-2024,1690,120,1070,210,1400,730,90,140,0,30,120,1130,140,6740,260,860,9130,30,17460,TAS
Mar-2024,2580,100,1030,250,1380,180,50,10,0,40,20,300,70,5740,220,610,6940,10,17640,TAS
Apr-2024,1380,90,800,310,1210,70,30,40,20,50,0,210,100,2910,130,470,3820,10,14510,TAS
May-2024,720,170,870,350,1400,70,40,10,0,50,0,170,80,3050,190,530,4020,0,14770,TAS
Jun-2024,630,180,700,360,1240,110,40,0,0,40,0,190,90,2570,130,540,3520,20,13060,TAS
Jul-2024,700,140,680,370,1180,460,50,110,10,30,70,720,120,2570,120,310,3840,0,16510,TAS
Jan-2014,1280,580,1050,400,2020,120,30,70,10,50,30,310,1290,2080,570,450,4690,210,19440,NT
Feb-2014,780,360,810,250,1420,310,20,10,0,10,30,380,540,2780,430,300,4420,140,14180,NT
Mar-2014,660,280,620,130,1020,170,30,0,10,10,0,220,590,3470,490,330,5100,270,15000,NT
Apr-2014,900,500,420,190,1110,140,130,100,20,20,160,560,1450,6360,490,800,9650,890,19170,NT
May-2014,1050,350,510,230,1100,50,30,0,0,50,20,150,560,4100,700,430,5930,200,15300,NT
Jun-2014,1210,190,520,240,960,70,40,10,10,40,40,210,780,4760,900,400,7050,290,16660,NT
Jul-2014,1460,360,590,340,1290,490,30,50,10,80,90,750,1020,7200,890,720,10580,810,24250,NT
Aug-2014,1130,380,500,320,1200,180,20,20,30,40,30,320,810,6770,900,410,9210,510,20000,NT
Sep-2014,1030,280,460,170,910,80,40,0,0,10,0,130,650,5450,1030,490,7750,250,18510,NT
Oct-2014,1290,250,340,250,840,50,40,20,20,20,60,210,750,5380,820,500,7660,250,17880,NT
Nov-2014,800,270,400,250,920,120,20,30,20,20,10,210,510,5670,390,580,7360,240,17500,NT
Dec-2014,790,230,460,180,860,80,20,0,0,10,0,110,510,3000,290,290,4190,30,12690,NT
Jan-2015,1320,490,1240,460,2190,120,40,80,0,10,10,260,1200,1880,550,580,4460,120,20250,NT
Feb-2015,680,390,520,290,1190,390,40,10,10,10,30,490,490,3490,400,400,5260,200,13050,NT
Mar-2015,770,270,560,160,980,170,20,0,0,20,10,220,490,3980,510,320,5510,60,13230,NT
Apr-2015,1210,320,620,290,1230,180,80,20,10,60,200,550,1260,6410,460,650,9340,1280,19230,NT
May-2015,960,220,350,290,870,90,10,20,0,30,10,170,530,3330,660,310,5000,180,12940,NT
Jun-2015,930,380,390,130,890,240,140,10,0,40,30,450,1370,8820,680,530,11850,1230,20440,NT
Jul-2015,1490,350,640,210,1190,390,110,50,10,30,150,750,800,8210,550,730,11030,470,22160,NT
Aug-2015,1540,170,580,360,1110,60,30,0,20,20,10,150,500,5690,580,320,7240,220,16140,NT
Sep-2015,1100,280,310,190,780,60,10,0,0,0,30,110,660,4480,730,350,6320,400,15740,NT
Oct-2015,740,190,380,230,800,50,40,10,10,0,50,170,510,4800,490,480,6440,260,15600,NT
Nov-2015,1210,260,470,190,910,100,20,0,10,10,0,140,410,3690,460,410,5110,250,14830,NT
Dec-2015,750,180,520,80,780,100,10,0,10,10,0,140,460,2660,250,200,3700,60,11440,NT
Jan-2016,1080,520,1380,510,2410,130,80,50,20,20,10,320,1000,1690,440,460,3900,40,19360,NT
Feb-2016,930,280,600,270,1150,370,40,0,20,30,80,550,420,3140,350,240,4710,110,12880,NT
Mar-2016,610,280,500,190,970,120,20,0,20,10,0,160,490,3670,270,420,5010,140,13020,NT
Apr-2016,1060,160,630,230,1030,100,40,10,0,10,80,250,820,5020,430,550,7060,1200,16950,NT
May-2016,710,310,610,140,1060,60,30,10,0,10,10,120,540,3410,540,500,5120,100,12990,NT
Jun-2016,1130,220,440,140,810,120,40,10,0,10,30,210,380,3700,640,260,5180,130,14020,NT
Jul-2016,1140,330,730,340,1400,720,150,70,30,30,180,1170,980,8770,500,730,12150,990,25110,NT
Aug-2016,830,340,570,240,1150,100,40,10,10,50,20,230,700,6550,770,480,8730,320,18240,NT
Sep-2016,1340,230,580,220,1030,70,50,0,10,0,10,150,480,5470,770,490,7360,400,17390,NT
Oct-2016,1460,300,450,360,1110,80,40,50,0,0,90,260,560,4520,500,370,6220,170,17260,NT
Nov-2016,1090,250,500,280,1030,80,50,0,0,10,0,150,440,3130,460,480,4660,140,14650,NT
Dec-2016,630,260,300,150,720,120,20,0,0,0,0,150,330,4490,260,250,5480,170,13070,NT
